radio,mcc,net,area,cell,unit,lon,lat,GID_0
GSM,613,1,26,8122,0,0.146713,12.116776,BFA
GSM,613,1,25,7342,0,-1.788022,12.759292,BFA
GSM,613,1,26,1350,0,0.360587,12.06858,BFA
GSM,613,1,27,9200,0,1.5071868896484,12.475662231445,BFA
GSM,613,1,27,9012,0,1.3217926025391,12.411117553711,BFA
GSM,613,1,27,10062,0,1.1666107177734,12.390518188477,BFA
GSM,613,1,28,7032,0,-2.6428985595703,12.60612487793,BFA
GSM,613,1,29,4101,0,-1.083134,13.076771,BFA
GSM,613,1,28,7652,0,-2.313103,12.235934,BFA
GSM,613,1,28,7201,0,-2.7156829833984,11.790390014648,BFA
GSM,613,1,28,7682,0,-2.6332855224609,11.846694946289,BFA
GSM,613,1,28,8012,0,-2.4039459228516,12.24494934082,BFA
GSM,613,1,29,15000,0,-1.082946,13.077586,BFA
GSM,613,1,28,8240,0,-2.0578765869141,12.185897827148,BFA
GSM,613,1,29,7110,0,-0.20805358886719,13.581161499023,BFA
GSM,613,1,28,7601,0,-2.2899627685547,12.258682250977,BFA
GSM,613,1,28,7650,0,-2.1347808837891,12.345199584961,BFA
GSM,613,1,28,17020,0,-1.84536,12.598572,BFA
GSM,613,1,30,8072,0,-2.3586273193359,13.241958618164,BFA
GSM,613,1,40,1011,0,-1.710983,12.476212,BFA
GSM,613,1,30,7312,0,-2.362747,13.246078,BFA
GSM,613,1,38,7241,0,-2.506256,11.927032,BFA
GSM,613,1,38,11162,0,-2.658692,11.815109,BFA
GSM,613,1,29,25357,0,-1.060593,13.088013,BFA
GSM,613,1,30,7442,0,-2.4217987060547,13.778915405273,BFA
GSM,613,1,38,8020,0,-2.4039459228516,12.24494934082,BFA
GSM,613,1,40,1242,0,-1.60984,12.376785,BFA
GSM,613,1,30,7870,0,-2.3586273193359,13.214492797852,BFA
GSM,613,1,40,1272,0,-1.6939544677734,12.45231628418,BFA
GSM,613,1,30,8281,0,-2.377167,13.41568,BFA
GSM,613,1,38,7130,0,-2.5522613525391,12.402877807617,BFA
GSM,613,1,30,7411,0,-2.4190521240234,13.842086791992,BFA
GSM,613,1,30,7561,0,-2.4176788330078,13.842086791992,BFA
GSM,613,1,38,7450,0,-2.6978302001953,12.448196411133,BFA
GSM,613,1,40,1490,0,-1.547699,12.376785,BFA
GSM,613,1,41,2170,0,-1.542892,12.338333,BFA
GSM,613,1,41,2186,0,-1.579285,12.33284,BFA
GSM,613,1,41,2035,0,-1.530796,12.311894,BFA
GSM,613,1,41,2325,0,-1.577225,12.336617,BFA
GSM,613,1,40,20300,0,-1.554565,12.455063,BFA
GSM,613,1,41,10691,0,-1.5689849853516,12.343826293945,BFA
GSM,613,1,40,2332,0,-1.634904,12.327347,BFA
GSM,613,1,40,3376,0,-1.5456390380859,12.387771606445,BFA
GSM,613,1,40,3375,0,-1.557312,12.392578,BFA
GSM,613,1,41,10692,0,-1.576195,12.338333,BFA
GSM,613,1,40,1441,0,-1.545982,12.356873,BFA
GSM,613,1,41,2134,0,-1.550583,12.328171,BFA
GSM,613,1,41,20560,0,-1.5772247314453,12.334213256836,BFA
GSM,613,1,41,20522,0,-1.576767,12.333755,BFA
GSM,613,1,50,1095,0,-1.439896,12.409287,BFA
GSM,613,1,41,20286,0,-1.551983,12.341103,BFA
GSM,613,1,41,20564,0,-1.577568,12.334213,BFA
GSM,613,1,41,20526,0,-1.571045,12.331467,BFA
GSM,613,1,50,3281,0,-1.4756011962891,12.372665405273,BFA
GSM,613,1,41,19152,0,-1.612473,12.270584,BFA
GSM,613,1,50,1092,0,-1.470566,12.385025,BFA
GSM,613,1,41,20521,0,-1.550544,12.324012,BFA
GSM,613,1,50,2202,0,-1.432297,12.387863,BFA
GSM,613,1,50,3024,0,-1.422043,12.417984,BFA
GSM,613,1,50,2254,0,-1.4618682861328,12.378158569336,BFA
GSM,613,1,41,20282,0,-1.5538787841797,12.345199584961,BFA
GSM,613,1,41,20285,0,-1.531126,12.330914,BFA
GSM,613,1,50,3616,0,-1.4962005615234,12.368545532227,BFA
GSM,613,1,50,3020,0,-1.40728,12.417641,BFA
GSM,613,1,14,8352,0,0.15861511230469,11.186141967773,BFA
GSM,613,1,18,9702,0,0.30830383300781,13.174667358398,BFA
GSM,613,1,14,9962,0,-0.36048889160156,11.320724487305,BFA
GSM,613,1,14,25021,0,-0.63377380371094,11.729965209961,BFA
GSM,613,1,18,8192,0,-0.089950561523438,12.159805297852,BFA
GSM,613,1,18,10490,0,-0.395737,12.186813,BFA
GSM,613,1,20,8681,0,-4.3087005615234,11.175155639648,BFA
GSM,613,1,20,8621,0,-4.3375396728516,11.164169311523,BFA
GSM,613,1,20,10050,0,-3.081665,11.692886,BFA
GSM,613,1,20,7371,0,-3.0136871337891,11.716232299805,BFA
GSM,613,1,20,8702,0,-4.3087005615234,11.175155639648,BFA
GSM,613,1,18,18230,0,-0.357742,12.183151,BFA
GSM,613,1,20,9651,0,-3.2512664794922,11.550064086914,BFA
GSM,613,1,18,18022,0,-0.55961608886719,12.647323608398,BFA
GSM,613,1,20,10851,0,-3.9694976806641,10.938949584961,BFA
GSM,613,1,18,18232,0,-0.35636901855469,12.183151245117,BFA
GSM,613,1,20,10222,0,-4.153519,11.148376,BFA
GSM,613,1,20,10982,0,-4.3498992919922,11.160049438477,BFA
GSM,613,1,24,10090,0,-4.4336700439453,10.966415405273,BFA
GSM,613,1,23,7792,0,-3.091049,12.582779,BFA
GSM,613,1,24,9062,0,-4.8017120361328,10.39924621582,BFA
GSM,613,1,21,10620,0,-1.570907,12.255937,BFA
GSM,613,1,24,9476,0,-4.9431610107422,10.32096862793,BFA
GSM,613,1,22,10892,0,-3.2636260986328,10.888137817383,BFA
GSM,613,1,22,9102,0,-3.2622528076172,10.885391235352,BFA
GSM,613,1,24,9061,0,-4.7769927978516,10.502243041992,BFA
GSM,613,1,21,8129,0,-1.2751007080078,11.887893676758,BFA
GSM,613,1,23,9210,0,-3.8143157958984,12.406997680664,BFA
GSM,613,1,21,25631,0,-1.072884,11.666794,BFA
GSM,613,1,23,7520,0,-2.8942108154297,12.533340454102,BFA
GSM,613,1,22,10900,0,-3.2059478759766,10.491256713867,BFA
GSM,613,1,22,9456,0,-3.3254241943359,10.92658996582,BFA
GSM,613,1,22,10606,0,-3.182602,10.345688,BFA
GSM,613,1,22,9460,0,-3.181915,10.351868,BFA
GSM,613,1,23,10792,0,-2.9724884033203,12.846450805664,BFA
GSM,613,1,24,9500,0,-4.4446563720703,10.95817565918,BFA
GSM,613,1,27,10061,0,1.2998199462891,12.40837097168,BFA
GSM,613,1,27,18081,0,1.7900848388672,12.074661254883,BFA
GSM,613,1,28,4311,0,-1.7516326904297,12.242202758789,BFA
GSM,613,1,27,9010,0,1.3217926025391,12.411117553711,BFA
GSM,613,1,24,10480,0,-4.6479034423828,11.088638305664,BFA
GSM,613,1,25,1691,0,-1.664201,12.49306,BFA
GSM,613,1,26,8151,0,0.344009,12.068653,BFA
GSM,613,1,26,8121,0,0.216293,12.10762,BFA
GSM,613,1,26,8331,0,0.88508605957031,12.129592895508,BFA
GSM,613,1,24,10501,0,-4.5627593994141,11.107864379883,BFA
GSM,613,1,24,10681,0,-4.9047088623047,10.286636352539,BFA
GSM,613,1,29,7700,0,-0.342583,13.539436,BFA
GSM,613,1,29,7550,0,-0.39344787597656,13.54133605957,BFA
GSM,613,1,28,11150,0,-2.3682403564453,11.971664428711,BFA
GSM,613,1,28,7492,0,-2.3998260498047,11.951065063477,BFA
GSM,613,1,28,7740,0,-2.2817230224609,12.032089233398,BFA
GSM,613,1,28,7670,0,-2.1732330322266,12.325973510742,BFA
GSM,613,1,28,7692,0,-2.2734832763672,12.61848449707,BFA
GSM,613,1,28,7591,0,-2.3737335205078,12.537460327148,BFA
GSM,613,1,29,7541,0,-0.42778015136719,13.546829223633,BFA
GSM,613,1,28,7606,0,-2.362747,12.249069,BFA
GSM,613,1,28,7605,0,-2.2899627685547,12.258682250977,BFA
GSM,613,1,28,8015,0,-2.38987,12.248383,BFA
GSM,613,1,28,7592,0,-2.4355316162109,12.475662231445,BFA
GSM,613,1,29,7112,0,-0.25749206542969,13.592147827148,BFA
GSM,613,1,28,7722,0,-2.3778533935547,11.989517211914,BFA
GSM,613,1,29,4182,0,-1.083723,13.076183,BFA
GSM,613,1,28,7600,0,-2.3407745361328,12.251815795898,BFA
GSM,613,1,28,7222,0,-2.0688629150391,12.194137573242,BFA
GSM,613,1,40,1440,0,-1.5401458740234,12.360305786133,BFA
GSM,613,1,30,8262,0,-2.419968,13.572006,BFA
GSM,613,1,30,8282,0,-2.381287,13.431473,BFA
GSM,613,1,30,7291,0,-1.9438934326172,12.77229309082,BFA
GSM,613,1,40,1251,0,-1.593246,12.337875,BFA
GSM,613,1,40,1245,0,-1.603576,12.380506,BFA
GSM,613,1,30,8280,0,-2.3929595947266,13.496017456055,BFA
GSM,613,1,30,7862,0,-2.373734,13.306503,BFA
GSM,613,1,30,7952,0,-2.4176788330078,13.568801879883,BFA
GSM,613,1,30,7271,0,-2.417221,13.561478,BFA
GSM,613,1,30,7610,0,-2.4149322509766,13.839340209961,BFA
GSM,613,1,30,7851,0,-2.3957061767578,13.49739074707,BFA
GSM,613,1,38,7030,0,-2.6250457763672,12.459182739258,BFA
GSM,613,1,30,8270,0,-2.4217987060547,13.656692504883,BFA
GSM,613,1,30,8260,0,-2.4176788330078,13.662185668945,BFA
GSM,613,1,41,2245,0,-1.594391,12.336273,BFA
GSM,613,1,40,1494,0,-1.5483856201172,12.374038696289,BFA
GSM,613,1,40,19222,0,-1.634903,12.340164,BFA
GSM,613,1,41,5101,0,-1.700821,12.282715,BFA
GSM,613,1,41,5531,0,-1.583405,12.33387,BFA
GSM,613,1,41,2015,0,-1.545639,12.336502,BFA
GSM,613,1,40,1442,0,-1.5552520751953,12.352066040039,BFA
GSM,613,1,41,2240,0,-1.648968,12.396015,BFA
GSM,613,1,41,19091,0,-1.5525054931641,12.324600219727,BFA
GSM,613,1,41,2014,0,-1.5634918212891,12.347946166992,BFA
GSM,613,1,41,2174,0,-1.542892,12.33696,BFA
GSM,613,1,40,5422,0,-1.5717315673828,12.343826293945,BFA
GSM,613,1,41,2246,0,-1.6376495361328,12.324600219727,BFA
GSM,613,1,50,3285,0,-1.4756011962891,12.372665405273,BFA
GSM,613,1,41,30562,0,-1.6280364990234,12.257308959961,BFA
GSM,613,1,50,2084,0,-1.477702,12.390437,BFA
GSM,613,1,41,20280,0,-1.550446,12.354126,BFA
GSM,613,1,41,20281,0,-1.534057,12.341417,BFA
GSM,613,1,50,1766,0,-1.472855,12.379849,BFA
GSM,613,1,50,2094,0,-1.455894,12.382671,BFA
GSM,613,1,50,2090,0,-1.4591217041016,12.394638061523,BFA
GSM,613,1,18,18012,0,0.037766,12.134399,BFA
GSM,613,1,18,8190,0,-0.030899,12.148819,BFA
GSM,613,1,14,18030,0,-0.37834167480469,11.808242797852,BFA
GSM,613,1,14,8112,0,-0.35499572753906,11.501998901367,BFA
GSM,613,1,18,1153,0,-0.357056,12.183151,BFA
GSM,613,1,14,20462,0,-0.37422180175781,11.789016723633,BFA
GSM,613,1,14,25020,0,-0.600129,11.761551,BFA
GSM,613,1,18,9081,0,-0.55961608886719,12.647323608398,BFA
GSM,613,1,14,10451,0,-0.36598205566406,11.780776977539,BFA
GSM,613,1,14,10171,0,-0.64613342285156,11.210861206055,BFA
GSM,613,1,14,10460,0,-0.375595,11.80069,BFA
GSM,613,1,14,8390,0,-0.379715,11.795425,BFA
GSM,613,1,20,10373,0,-3.392716,11.537247,BFA
GSM,613,1,20,10391,0,-4.3087005615234,11.175155639648,BFA
GSM,613,1,18,20431,0,-0.429611,12.239914,BFA
GSM,613,1,20,9922,0,-3.718186,11.228715,BFA
GSM,613,1,20,8632,0,-4.3485260009766,11.161422729492,BFA
GSM,613,1,21,1174,0,-1.3368988037109,12.05680847168,BFA
GSM,613,1,20,8650,0,-4.3485260009766,11.161422729492,BFA
GSM,613,1,21,1540,0,-1.395265,12.227784,BFA
GSM,613,1,20,10850,0,-3.9681243896484,10.937576293945,BFA
GSM,613,1,20,9621,0,-4.3883514404297,11.370162963867,BFA
GSM,613,1,20,8860,0,-4.4075775146484,11.379776000977,BFA
GSM,613,1,20,10372,0,-3.194962,11.602936,BFA
GSM,613,1,22,10901,0,-3.218994,10.578461,BFA
GSM,613,1,22,10910,0,-3.2444000244141,11.555557250977,BFA
GSM,613,1,21,21011,0,-1.2792205810547,11.916732788086,BFA
GSM,613,1,22,9741,0,-3.3542633056641,10.974655151367,BFA
GSM,613,1,21,4230,0,-1.073227,11.667137,BFA
GSM,613,1,24,9474,0,-4.9431610107422,10.322341918945,BFA
GSM,613,1,22,9461,0,-3.177109,10.339508,BFA
GSM,613,1,24,9470,0,-4.9129486083984,10.288009643555,BFA
GSM,613,1,22,10601,0,-3.174362,10.338135,BFA
GSM,613,1,22,9130,0,-3.153076,11.646194,BFA
GSM,613,1,22,10600,0,-3.182373,10.339279,BFA
GSM,613,1,21,8104,0,-1.3396453857422,12.06916809082,BFA
GSM,613,1,21,8005,0,-1.1350250244141,11.164169311523,BFA
GSM,613,1,23,9320,0,-3.405762,11.982651,BFA
GSM,613,1,22,10604,0,-3.1839752197266,10.351181030273,BFA
GSM,613,1,22,10890,0,-3.2622528076172,10.888137817383,BFA
GSM,613,1,26,8332,0,0.80543518066406,12.081527709961,BFA
GSM,613,1,25,25061,0,-1.6541290283203,12.858810424805,BFA
GSM,613,1,26,8160,0,0.352341,12.069626,BFA
GSM,613,1,27,19211,0,1.023788,12.359619,BFA
GSM,613,1,27,9202,0,1.5071868896484,12.475662231445,BFA
GSM,613,1,25,10586,0,-1.269379,12.473373,BFA
GSM,613,1,26,8141,0,0.35645,12.063917,BFA
GSM,613,1,27,9201,0,1.5085601806641,12.475662231445,BFA
GSM,613,1,26,10610,0,0.68183898925781,12.040328979492,BFA
GSM,613,1,25,1601,0,-1.256561,12.517319,BFA
GSM,613,1,28,7690,0,-2.2734832763672,12.61848449707,BFA
GSM,613,1,28,7691,0,-1.9164276123047,12.746200561523,BFA
GSM,613,1,28,7942,0,-2.3998260498047,12.246322631836,BFA
GSM,613,1,28,7936,0,-2.398453,12.244263,BFA
GSM,613,1,29,7111,0,-0.21080017089844,13.578414916992,BFA
GSM,613,1,28,8016,0,-2.4039459228516,12.24494934082,BFA
GSM,613,1,28,7501,0,-2.6428985595703,12.60612487793,BFA
GSM,613,1,28,7930,0,-2.399483,12.245636,BFA
GSM,613,1,29,7702,0,-0.37021,13.53291,BFA
GSM,613,1,28,7931,0,-2.399826,12.245293,BFA
GSM,613,1,28,7196,0,-2.395981,12.246597,BFA
GSM,613,1,30,7276,0,-2.4204254150391,13.571548461914,BFA
GSM,613,1,30,7954,0,-2.4121856689453,13.56330871582,BFA
GSM,613,1,30,7620,0,-2.3737335205078,13.320236206055,BFA
GSM,613,1,40,1262,0,-1.633873,12.422791,BFA
GSM,613,1,30,7274,0,-2.4149322509766,13.57292175293,BFA
GSM,613,1,38,8090,0,-2.5879669189453,12.198257446289,BFA
GSM,613,1,30,7730,0,-2.4121856689453,13.833847045898,BFA
GSM,613,1,30,7646,0,-2.4259185791016,13.578414916992,BFA
GSM,613,1,29,25354,0,-1.0869598388672,13.070297241211,BFA
GSM,613,1,40,2335,0,-1.549181,12.375753,BFA
GSM,613,1,41,2190,0,-1.6637420654297,12.334213256836,BFA
GSM,613,1,40,2000,0,-1.61293,12.382736,BFA
GSM,613,1,41,5102,0,-1.724167,12.268639,BFA
GSM,613,1,40,1626,0,-1.544266,12.358658,BFA
GSM,613,1,41,2016,0,-1.5717315673828,12.339706420898,BFA
GSM,613,1,40,20251,0,-1.607094,12.391892,BFA
GSM,613,1,41,2031,0,-1.531448,12.309952,BFA
GSM,613,1,41,5532,0,-1.625633,12.318421,BFA
GSM,613,1,40,1624,0,-1.54279,12.371316,BFA
GSM,613,1,41,2244,0,-1.601944,12.333527,BFA
GSM,613,1,40,3331,0,-1.521378,12.381363,BFA
GSM,613,1,41,2025,0,-1.545982,12.32357,BFA
GSM,613,1,41,2241,0,-1.599197,12.334213,BFA
GSM,613,1,40,3334,0,-1.565781,12.401962,BFA
GSM,613,1,41,18140,0,-1.6651153564453,12.309494018555,BFA
GSM,613,1,41,5100,0,-1.696975,12.332291,BFA
GSM,613,1,40,1622,0,-1.547287,12.355911,BFA
GSM,613,1,40,3315,0,-1.5538787841797,12.365798950195,BFA
GSM,613,1,41,2326,0,-1.581345,12.333756,BFA
GSM,613,1,50,4004,0,-1.4934539794922,12.37678527832,BFA
GSM,613,1,50,2085,0,-1.472855,12.386075,BFA
GSM,613,1,50,3615,0,-1.4907073974609,12.375411987305,BFA
GSM,613,1,50,1115,0,-1.468998,12.396888,BFA
GSM,613,1,50,3614,0,-1.4975738525391,12.374038696289,BFA
GSM,613,1,50,1096,0,-1.465531,12.398758,BFA
GSM,613,1,50,2082,0,-1.481045,12.383161,BFA
GSM,613,1,50,1765,0,-1.463699,12.382278,BFA
GSM,613,1,50,1764,0,-1.464926,12.39303,BFA
GSM,613,1,50,1760,0,-1.466925,12.395893,BFA
GSM,613,1,51,5020,0,-1.528496,12.31487,BFA
GSM,613,1,51,9370,0,-1.533005,12.303452,BFA
GSM,613,1,51,1032,0,-1.555252,12.285233,BFA
GSM,613,1,51,2222,0,-1.4907073974609,12.336959838867,BFA
GSM,613,1,51,1061,0,-1.50383,12.317734,BFA
GSM,613,1,50,20390,0,-1.430499,12.389795,BFA
GSM,613,1,51,4002,0,-1.5030670166016,12.368545532227,BFA
GSM,613,1,51,1062,0,-1.51682,12.323462,BFA
GSM,613,1,51,5001,0,-1.483498,12.32666,BFA
GSM,613,1,51,1211,0,-1.439894,12.266922,BFA
GSM,613,1,50,12002,0,-1.467534,12.397969,BFA
GSM,613,1,52,1130,0,-1.496372,12.367859,BFA
GSM,613,1,51,9375,0,-1.50856,12.291183,BFA
GSM,613,1,52,2294,0,-1.490707,12.34683,BFA
GSM,613,1,51,20340,0,-1.4797210693359,12.363052368164,BFA
GSM,613,1,52,20260,0,-1.505217,12.353032,BFA
GSM,613,1,51,13011,0,-1.447449,12.271042,BFA
GSM,613,1,51,13012,0,-1.487617,12.284775,BFA
GSM,613,1,52,2225,0,-1.485639,12.345799,BFA
GSM,613,1,52,20265,0,-1.494334,12.342574,BFA
GSM,613,1,52,2236,0,-1.50791,12.331389,BFA
GSM,613,1,52,20342,0,-1.48374,12.319686,BFA
GSM,613,1,51,20346,0,-1.4714813232422,12.324600219727,BFA
GSM,613,1,60,1426,0,-1.524353,12.369232,BFA
GSM,613,1,60,1680,0,-1.524765,12.365799,BFA
GSM,613,1,60,20354,0,-1.534653,12.363739,BFA
GSM,613,1,60,1476,0,-1.542892,12.372665,BFA
GSM,613,1,60,1474,0,-1.543342,12.376785,BFA
GSM,613,1,60,1202,0,-1.527557,12.368774,BFA
GSM,613,1,60,1201,0,-1.51935,12.3709,BFA
GSM,613,1,60,1502,0,-1.536067,12.347446,BFA
GSM,613,1,60,1205,0,-1.52016,12.36987,BFA
GSM,613,1,60,1455,0,-1.525497,12.33696,BFA
GSM,613,1,60,1414,0,-1.528709,12.367118,BFA
GSM,613,1,60,1514,0,-1.517192,12.367172,BFA
GSM,613,1,60,1206,0,-1.527538,12.368843,BFA
GSM,613,1,61,1085,0,-1.439209,12.399273,BFA
GSM,613,1,61,4005,0,-1.497162,12.373215,BFA
GSM,613,1,61,7911,0,-1.9260406494141,12.743453979492,BFA
GSM,613,1,61,1641,0,-1.498032,12.378159,BFA
GSM,613,1,61,4306,0,-1.8875885009766,12.654190063477,BFA
GSM,613,1,61,3342,0,-1.496201,12.417526,BFA
GSM,613,1,61,3345,0,-1.4907073974609,12.404251098633,BFA
GSM,613,1,61,3392,0,-1.531448,12.38411,BFA
GSM,613,1,61,20291,0,-1.477857,12.411314,BFA
GSM,613,1,61,8341,0,-0.16685485839844,13.634719848633,BFA
GSM,613,1,70,8556,0,-4.289474,11.18248,BFA
GSM,613,1,80,9242,0,-5.0008392333984,10.47477722168,BFA
GSM,613,1,80,10380,0,-4.7481536865234,10.682144165039,BFA
GSM,613,1,100,10945,0,-1.4893341064453,12.363052368164,BFA
GSM,613,1,80,10445,0,-4.7454071044922,10.64094543457,BFA
GSM,613,1,70,11001,0,-4.2853546142578,11.171035766602,BFA
GSM,613,1,70,10435,0,-4.2469024658203,11.227340698242,BFA
GSM,613,2,101,5192,0,-1.529944,12.317538,BFA
GSM,613,2,101,2312,0,-1.492996,12.298965,BFA
GSM,613,2,101,2662,0,-1.513169,12.384571,BFA
GSM,613,2,101,6771,0,-1.51889,12.366097,BFA
GSM,613,2,101,2643,0,-1.512187,12.358277,BFA
GSM,613,2,101,6113,0,-1.518673,12.381155,BFA
GSM,613,2,101,182,0,-1.515232,12.37914,BFA
GSM,613,2,101,7043,0,-1.49571,12.363739,BFA
GSM,613,2,101,102,0,-1.523921,12.356696,BFA
GSM,613,2,101,3623,0,-1.506375,12.375724,BFA
GSM,613,2,101,371,0,-1.515132,12.375314,BFA
GSM,613,2,101,521,0,-1.485659,12.358167,BFA
GSM,613,2,101,6742,0,-1.484655,12.305985,BFA
GSM,613,2,102,4502,0,-1.481095,12.311783,BFA
GSM,613,2,102,5803,0,-1.487617,12.412148,BFA
GSM,613,2,102,2051,0,-1.461721,12.394344,BFA
GSM,613,2,102,1151,0,-1.468766,12.381025,BFA
UMTS,613,2,107,1162,0,-1.549504,12.316546,BFA
GSM,613,2,102,4523,0,-1.482201,12.343563,BFA
GSM,613,2,102,4412,0,-1.454315,12.326111,BFA
GSM,613,2,107,642,0,-1.534138,12.373352,BFA
GSM,613,2,107,3613,0,-1.664066,12.309384,BFA
GSM,613,2,201,581,0,-0.96199035644531,11.09001159668,BFA
GSM,613,2,107,4543,0,-1.584436,12.384293,BFA
GSM,613,2,107,5833,0,-1.6170501708984,12.380905151367,BFA
GSM,613,2,107,8171,0,-1.53273,12.295487,BFA
GSM,613,2,107,4532,0,-1.552996,12.351281,BFA
GSM,613,2,107,6831,0,-1.575302,12.348221,BFA
GSM,613,2,301,1292,0,0.125506,12.915139,BFA
GSM,613,2,107,6802,0,-1.522126,12.36156,BFA
GSM,613,2,107,4603,0,-1.6747283935547,12.302627563477,BFA
GSM,613,2,107,6711,0,-1.5840911865234,12.390518188477,BFA
GSM,613,2,107,6803,0,-1.553228,12.334627,BFA
GSM,613,2,107,5931,0,-1.562119,12.3452,BFA
GSM,613,2,201,3931,0,-0.384521,11.768417,BFA
GSM,613,2,305,3033,0,-1.5415191650391,12.99201965332,BFA
GSM,613,2,302,6223,0,-2.4561309814453,11.933212280273,BFA
GSM,613,2,304,5331,0,-2.1787261962891,11.665420532227,BFA
GSM,613,2,306,1013,0,-0.72578430175781,12.253189086914,BFA
GSM,613,2,305,2718,0,-1.2847137451172,14.350204467773,BFA
GSM,613,2,304,6282,0,-1.544952,12.170792,BFA
GSM,613,2,306,283,0,-2.173233,12.32666,BFA
GSM,613,2,302,4872,0,-2.2913360595703,13.605880737305,BFA
GSM,613,2,302,2941,0,-2.292023,13.605881,BFA
GSM,613,2,305,3031,0,-1.51268,13.143768,BFA
GSM,613,2,303,602,0,-1.1913299560547,11.736831665039,BFA
GSM,613,2,305,3042,0,-1.501694,13.156815,BFA
GSM,613,2,302,5812,0,-1.9329071044922,12.766799926758,BFA
GSM,613,2,302,5103,0,-2.4629974365234,11.933212280273,BFA
GSM,613,2,305,743,0,-1.526871,13.329391,BFA
GSM,613,2,305,3032,0,-1.329284,12.424819,BFA
GSM,613,2,503,5182,0,0.78620910644531,11.117477416992,BFA
GSM,613,2,306,5631,0,-1.201402,12.694474,BFA
GSM,613,2,503,6013,0,-0.487289,12.20192,BFA
GSM,613,2,402,161,0,-3.5588836669922,11.422348022461,BFA
GSM,613,2,503,6723,0,0.995636,12.337646,BFA
GSM,613,2,306,5762,0,-1.13777,12.423478,BFA
GSM,613,2,503,1281,0,-0.144196,12.97554,BFA
GSM,613,2,503,2872,0,0.344643,12.073077,BFA
GSM,613,2,306,6992,0,-1.6019439697266,12.16667175293,BFA
GSM,613,2,306,6581,0,-0.623944,12.610436,BFA
GSM,613,2,402,3402,0,-3.7044525146484,11.232833862305,BFA
GSM,613,2,503,5353,0,-0.233503,12.666811,BFA
GSM,613,2,402,31,0,-4.4570159912109,11.386642456055,BFA
GSM,613,2,503,483,0,-0.479279,12.196884,BFA
GSM,613,2,306,6583,0,-0.86038,12.545422,BFA
GSM,613,2,503,3333,0,0.119249,12.119069,BFA
GSM,613,2,503,6653,0,0.365677,12.075882,BFA
GSM,613,2,402,5642,0,-3.983231,11.193925,BFA
GSM,613,2,402,32,0,-4.3279266357422,11.30012512207,BFA
GSM,613,2,402,1942,0,-5.2136993408203,11.043319702148,BFA
GSM,613,2,306,3872,0,-0.728531,12.254563,BFA
GSM,613,2,601,292,0,-1.3286590576172,12.052688598633,BFA
GSM,613,2,306,7202,0,-1.676789,12.32666,BFA
GSM,613,1,50,19194,0,-1.4701080322266,12.367172241211,BFA
GSM,613,1,50,20394,0,-1.430283,12.382278,BFA
GSM,613,1,51,2234,0,-1.4989471435547,12.34245300293,BFA
GSM,613,1,50,20392,0,-1.464615,12.369919,BFA
GSM,613,1,51,2102,0,-1.4962005615234,12.346572875977,BFA
GSM,613,1,51,2215,0,-1.4810943603516,12.328720092773,BFA
GSM,613,1,51,5021,0,-1.516289,12.303159,BFA
GSM,613,1,51,2295,0,-1.4907073974609,12.334213256836,BFA
GSM,613,1,51,2214,0,-1.4893341064453,12.338333129883,BFA
GSM,613,1,52,20341,0,-1.464615,12.32769,BFA
GSM,613,1,51,13010,0,-1.462727,12.317391,BFA
GSM,613,1,52,2106,0,-1.495171,12.3452,BFA
GSM,613,1,52,2296,0,-1.497257,12.341185,BFA
GSM,613,1,60,1424,0,-1.5181732177734,12.375411987305,BFA
GSM,613,1,60,1665,0,-1.519547,12.363052,BFA
GSM,613,1,60,1421,0,-1.510963,12.375206,BFA
GSM,613,1,60,1512,0,-1.519289,12.360427,BFA
GSM,613,1,60,1660,0,-1.51886,12.371292,BFA
GSM,613,1,60,1461,0,-1.50238,12.368374,BFA
GSM,613,1,60,20242,0,-1.520233,12.358246,BFA
GSM,613,1,60,1406,0,-1.5401458740234,12.360305786133,BFA
GSM,613,1,60,1704,0,-1.510391,12.372665,BFA
GSM,613,1,60,1701,0,-1.511993,12.369919,BFA
GSM,613,1,60,1425,0,-1.5140533447266,12.374038696289,BFA
GSM,613,1,61,7910,0,-2.0166778564453,12.82585144043,BFA
GSM,613,1,61,1652,0,-1.51165,12.379532,BFA
GSM,613,1,61,1434,0,-1.5167999267578,12.389144897461,BFA
GSM,613,1,61,3362,0,-1.503983,12.401047,BFA
GSM,613,1,61,8380,0,-1.7736053466797,12.527847290039,BFA
GSM,613,1,70,8664,0,-4.3141937255859,11.16828918457,BFA
GSM,613,1,61,1486,0,-1.511307,12.376099,BFA
GSM,613,1,61,7001,0,-2.0551300048828,12.849197387695,BFA
GSM,613,1,70,8585,0,-4.3004608154297,11.183395385742,BFA
GSM,613,1,61,1526,0,-1.5044403076172,12.378158569336,BFA
GSM,613,1,70,8561,0,-4.2894744873047,11.169662475586,BFA
GSM,613,1,70,8584,0,-4.2469024658203,11.227340698242,BFA
GSM,613,1,61,3390,0,-1.498489,12.419357,BFA
GSM,613,1,61,7961,0,-2.1375274658203,12.880783081055,BFA
GSM,613,1,703,3573,0,-4.8017120361328,10.39924621582,BFA
GSM,613,1,70,8880,0,-4.327927,11.179962,BFA
GSM,613,1,80,9422,0,-4.7563934326172,10.646438598633,BFA
